emp_no,first_name,last_name,to_date,title,birth_date,hire_date
455175,Soenke,Zaumen,1/1/9999,Senior Staff,1/14/1965,2/22/1992
455284,Luisa,Baig,1/1/9999,Senior Engineer,1/9/1965,7/12/1996
455726,Qiwen,Kriebel,1/1/9999,Senior Staff,1/8/1965,1/15/1987
455814,Giao,DuCasse,1/1/9999,Senior Engineer,1/28/1965,3/7/1990
455914,Peer,Angelopoulos,1/1/9999,Senior Engineer,1/1/1965,7/23/1989
456767,Tetsurou,Schreiter,1/1/9999,Senior Staff,1/24/1965,7/17/1987
456982,Shounak,Dratva,1/1/9999,Senior Engineer,1/7/1965,1/5/1989
457070,Gay,Plavsic,1/1/9999,Senior Staff,1/25/1965,8/6/1987
457146,Jinpo,Heyers,1/1/9999,Staff,1/20/1965,3/18/1994
457337,Xumin,Beidas,1/1/9999,Technique Leader,1/31/1965,4/27/1995
457305,Sorina,Lakshmanan,1/1/9999,Staff,1/15/1965,9/3/1994
457813,Foong,Gargeya,1/1/9999,Senior Engineer,1/28/1965,10/20/1990
457411,Xudong,Peck,1/1/9999,Senior Engineer,1/13/1965,4/18/1988
457489,Berna,Ranst,1/1/9999,Senior Engineer,1/24/1965,5/14/1985
457611,Indrajit,Krogh,1/1/9999,Engineer,1/9/1965,6/1/1993
457776,Florian,Siepmann,1/1/9999,Senior Engineer,1/15/1965,12/21/1987
457832,Jackson,Zielinski,1/1/9999,Senior Engineer,2/1/1965,4/4/1985
458111,Florian,Tramer,1/1/9999,Engineer,1/23/1965,5/9/1995
457938,Arch,Picco,1/1/9999,Senior Staff,1/14/1965,10/10/1991
458134,Thanasis,Standera,1/1/9999,Senior Staff,1/11/1965,3/20/1985
458191,George,Atchley,1/1/9999,Staff,1/28/1965,6/3/1996
458790,Ramya,Azadmanesh,1/1/9999,Senior Engineer,1/17/1965,11/19/1988
458383,Mabhin,Foote,1/1/9999,Engineer,1/6/1965,6/27/1987
459172,Val,Rissanen,1/1/9999,Engineer,1/19/1965,5/13/1986
458726,Shahaf,Kitai,1/1/9999,Senior Staff,1/13/1965,12/26/1986
459429,Mohit,Verhaegen,1/1/9999,Senior Staff,1/14/1965,5/27/1992
460691,Munehiko,Gihr,1/1/9999,Senior Staff,1/16/1965,12/6/1989
459356,Pramod,Wendorf,1/1/9999,Engineer,1/21/1965,4/11/1994
459685,Hirochika,Goldhammer,1/1/9999,Engineer,2/1/1965,8/25/1986
460131,Adly,Hambrick,1/1/9999,Staff,1/16/1965,11/26/1995
460920,Remzi,Mitzlaff,1/1/9999,Senior Staff,1/22/1965,4/6/1986
460707,Yoshinari,Lanteri,1/1/9999,Senior Engineer,1/7/1965,12/31/1990
463212,Ramya,Rossi,1/1/9999,Senior Engineer,1/9/1965,3/2/1987
461120,Shietung,Gelosh,1/1/9999,Senior Engineer,1/18/1965,5/22/1993
461270,Mrinalini,Mawatari,1/1/9999,Staff,1/10/1965,8/11/1989
461801,Sumali,Cooman,1/1/9999,Senior Staff,1/3/1965,2/16/1992
462493,Paloma,Gerlach,1/1/9999,Senior Engineer,1/12/1965,7/26/1988
462795,Somnath,Cummings,1/1/9999,Senior Staff,1/5/1965,10/20/1993
463023,Itzchak,Penn,1/1/9999,Staff,1/6/1965,4/10/1997
463099,Jinxi,Schmiedel,1/1/9999,Senior Staff,1/15/1965,9/21/1990
463472,Jaber,Sethi,1/1/9999,Technique Leader,1/11/1965,2/23/1985
463495,Alenka,Barriga,1/1/9999,Senior Staff,1/28/1965,5/6/1988
465062,Stafford,Gist,1/1/9999,Senior Engineer,1/29/1965,5/7/1988
464284,Huiqun,Henders,1/1/9999,Senior Staff,1/20/1965,5/19/1993
464303,Abdelghani,Nyrup,1/1/9999,Senior Staff,1/22/1965,8/2/1986
465076,Tokuyasu,Ghelli,1/1/9999,Senior Engineer,1/19/1965,5/5/1985
465085,Vidar,Gunderson,1/1/9999,Senior Staff,1/18/1965,3/18/1996
465501,Mrinalini,Gire,1/1/9999,Senior Staff,1/5/1965,11/9/1992
465409,Shahid,Varman,1/1/9999,Senior Staff,1/30/1965,8/27/1985
466509,Bezalel,Verhoeff,1/1/9999,Senior Engineer,1/26/1965,3/22/1988
465711,Lakshmi,Frijda,1/1/9999,Senior Engineer,1/6/1965,11/10/1986
465853,Kwan,Kampfer,1/1/9999,Staff,1/1/1965,3/10/1997
465874,Herb,Picht,1/1/9999,Engineer,1/12/1965,5/31/1985
466064,Temple,Danlos,1/1/9999,Senior Staff,1/31/1965,6/13/1994
466367,Hiroyasu,Strandh,1/1/9999,Senior Staff,1/5/1965,6/5/1989
466745,Boalin,Birsak,1/1/9999,Senior Staff,1/26/1965,6/6/1985
467176,Przemyslawa,Borovoy,1/1/9999,Senior Staff,1/5/1965,3/7/1987
466603,Yechezkel,Nourani,1/1/9999,Senior Staff,1/23/1965,8/21/1987
467269,Nahum,Lambe,1/1/9999,Technique Leader,1/18/1965,8/31/1989
467392,Mariusz,Rikino,1/1/9999,Senior Engineer,1/7/1965,6/10/1989
467441,Margareta,Bondorf,1/1/9999,Senior Engineer,1/13/1965,11/7/1988
467591,Kiyotoshi,Hennebert,1/1/9999,Staff,1/17/1965,7/3/1991
467886,Sivanarayana,Chandrasekhar,1/1/9999,Senior Staff,1/2/1965,1/24/1996
467918,Tsuneo,Skrikant,1/1/9999,Staff,1/3/1965,8/18/1989
468360,Huei,Saoudi,1/1/9999,Technique Leader,1/12/1965,4/12/1989
468417,Kamakshi,Huhdanpaa,1/1/9999,Senior Engineer,1/25/1965,3/25/1992
469104,Nadjib,Comellas,1/1/9999,Senior Engineer,1/21/1965,3/11/1992
468659,Ranga,Lemarechal,1/1/9999,Senior Engineer,1/18/1965,11/5/1989
468773,Baziley,Brookner,1/1/9999,Senior Engineer,1/27/1965,9/22/1993
469366,Aiman,Wilfing,1/1/9999,Senior Engineer,1/12/1965,12/30/1990
469253,Baruch,Basawa,1/1/9999,Senior Engineer,1/17/1965,3/13/1991
469269,Weiyi,Codenie,1/1/9999,Senior Engineer,1/23/1965,5/27/1989
469527,Halsur,Ibel,1/1/9999,Staff,1/24/1965,8/13/1988
469399,Hongzhu,Ruemmler,1/1/9999,Engineer,1/25/1965,9/3/1986
469529,Neven,Rikino,1/1/9999,Senior Engineer,1/7/1965,10/21/1988
469735,Arif,Stranks,1/1/9999,Senior Engineer,1/30/1965,11/16/1992
469867,Hein,Jonsson,1/1/9999,Senior Staff,1/23/1965,2/12/1985
470456,Reuven,Oehlmann,1/1/9999,Senior Staff,1/13/1965,3/29/1986
470472,Zhiguo,Staudhammer,1/1/9999,Senior Engineer,2/1/1965,12/3/1985
471397,Nigel,Zirintsis,1/1/9999,Engineer,2/1/1965,1/20/1995
471911,Arun,Zaccaria,1/1/9999,Engineer,1/14/1965,5/31/1990
471532,Feiyu,Decleir,1/1/9999,Technique Leader,1/17/1965,2/25/1989
471552,Basem,Lortz,1/1/9999,Staff,1/22/1965,1/14/1987
471939,Kazuhiko,Marshall,1/1/9999,Staff,1/27/1965,1/20/1999
472052,Godehard,Chinal,1/1/9999,Assistant Engineer,1/26/1965,11/12/1994
472143,Yahiko,Sommen,1/1/9999,Senior Staff,1/25/1965,2/21/1989
472790,Zhenbing,Ibel,1/1/9999,Senior Engineer,1/23/1965,10/29/1985
472238,Jungsoon,Gubsky,1/1/9999,Senior Engineer,1/31/1965,10/9/1990
473490,Pantung,Reeker,1/1/9999,Senior Staff,1/6/1965,5/11/1992
472950,Weidon,Fordan,1/1/9999,Senior Engineer,1/29/1965,3/27/1986
473268,Hugo,Sgarro,1/1/9999,Senior Staff,1/1/1965,4/24/1992
473299,Khaled,Penn,1/1/9999,Senior Staff,1/12/1965,5/19/1992
473940,Avishai,Majewski,1/1/9999,Engineer,1/16/1965,6/17/1997
474763,Mayuko,Clouatre,1/1/9999,Engineer,1/7/1965,5/5/1988
474331,Sugwoo,Eugenio,1/1/9999,Senior Staff,1/29/1965,10/6/1991
474796,Zongyan,Shackel,1/1/9999,Technique Leader,1/10/1965,11/9/1986
475087,Genevieve,Snedden,1/1/9999,Senior Engineer,1/31/1965,7/12/1986
475258,Fumiyo,Feinberg,1/1/9999,Senior Staff,1/10/1965,9/9/1985
475538,Christophe,Leaver,1/1/9999,Staff,1/15/1965,1/21/1986
476122,Khun,Spieker,1/1/9999,Engineer,1/4/1965,5/22/1989
475938,Shigeaki,Lanteri,1/1/9999,Senior Engineer,1/14/1965,9/17/1986
475965,Rimon,Pietracaprina,1/1/9999,Senior Engineer,1/2/1965,7/10/1985
476327,Reinhold,Binkley,1/1/9999,Senior Engineer,1/31/1965,9/25/1994
476361,Doohun,Preusig,1/1/9999,Technique Leader,1/9/1965,4/13/1985
477350,Terresa,Vigier,1/1/9999,Staff,1/1/1965,7/8/1998
476055,Girolamo,Schlumberger,1/1/9999,Senior Staff,1/3/1965,3/7/1993
477578,Marit,Paludetto,1/1/9999,Senior Engineer,1/23/1965,9/30/1990
478007,Fumino,Narahara,1/1/9999,Senior Engineer,1/6/1965,9/21/1991
477969,Bluma,Mundy,1/1/9999,Senior Engineer,1/18/1965,7/8/1991
478170,Doowon,Schoegge,1/1/9999,Engineer,1/22/1965,4/21/1993
478218,Djenana,Erol,1/1/9999,Engineer,1/2/1965,8/1/1992
478439,Yuichiro,Bale,1/1/9999,Technique Leader,1/15/1965,12/25/1994
478768,Arun,Katzenelson,1/1/9999,Senior Engineer,1/3/1965,10/28/1991
478799,Shaw,Borovoy,1/1/9999,Senior Staff,1/18/1965,5/11/1991
478833,Pradeep,Valiente,1/1/9999,Senior Engineer,1/30/1965,9/19/1992
478858,Hidekazu,Perna,1/1/9999,Staff,1/20/1965,1/21/1989
479024,Ewing,Kalorkoti,1/1/9999,Engineer,1/3/1965,3/13/1994
479407,Randi,Tomescu,1/1/9999,Senior Engineer,1/18/1965,11/25/1986
479695,Masamitsu,Murrill,1/1/9999,Senior Staff,1/6/1965,8/24/1992
479601,Kayoko,Bahi,1/1/9999,Staff,1/19/1965,1/29/1992
480035,Sukumar,Georg,1/1/9999,Senior Staff,1/26/1965,3/27/1990
480178,Uinam,Rahier,1/1/9999,Senior Staff,1/3/1965,2/10/1991
480066,Suebskul,Menhardt,1/1/9999,Senior Engineer,1/31/1965,12/24/1989
480268,Gaurav,Cheshire,1/1/9999,Technique Leader,1/18/1965,3/30/1989
480407,Deniz,Bennis,1/1/9999,Senior Engineer,1/1/1965,6/24/1989
481213,Shigehiro,Haldar,1/1/9999,Senior Staff,1/8/1965,9/18/1990
481050,Weiru,Burnard,1/1/9999,Senior Staff,1/16/1965,10/15/1990
481397,Luisa,Chelton,1/1/9999,Assistant Engineer,1/31/1965,5/19/1991
482755,Jouni,Conia,1/1/9999,Senior Staff,1/3/1965,3/7/1986
481764,Teiji,Marrakchi,1/1/9999,Senior Engineer,1/27/1965,8/26/1986
481790,Haldun,Erie,1/1/9999,Senior Engineer,1/22/1965,4/30/1991
482335,Kwangyoen,Peck,1/1/9999,Engineer,1/26/1965,1/16/1994
482354,Jayson,Zockler,1/1/9999,Staff,1/23/1965,6/12/1993
482885,Shaunak,Brizzi,1/1/9999,Senior Engineer,1/29/1965,9/2/1988
482905,Aral,Hebden,1/1/9999,Senior Staff,1/16/1965,12/5/1986
482944,Duke,Journel,1/1/9999,Senior Staff,1/26/1965,10/26/1991
483401,Rosita,Pokrovskii,1/1/9999,Senior Staff,1/10/1965,8/5/1994
483675,Hausi,Kamber,1/1/9999,Senior Engineer,1/22/1965,2/16/1988
483825,Marek,Mitchem,1/1/9999,Senior Engineer,1/22/1965,12/12/1988
483978,Dung,Tanemo,1/1/9999,Senior Staff,1/24/1965,1/28/1990
483838,Sham,Kavanagh,1/1/9999,Assistant Engineer,1/3/1965,10/28/1985
484756,Phule,Ruemmler,1/1/9999,Senior Engineer,1/16/1965,8/9/1990
484126,Manton,Lueh,1/1/9999,Senior Staff,1/5/1965,11/18/1985
484142,Perry,Cooman,1/1/9999,Senior Staff,1/5/1965,4/23/1987
484498,Herbert,Hammerschmidt,1/1/9999,Senior Engineer,1/26/1965,8/22/1996
485489,Keiichiro,Armand,1/1/9999,Senior Engineer,1/1/1965,12/14/1986
485253,Gladys,Parhami,1/1/9999,Senior Staff,1/14/1965,8/26/1992
486068,Yefim,Bernardeschi,1/1/9999,Senior Staff,1/11/1965,6/26/1996
485577,Rafael,Menhoudj,1/1/9999,Senior Engineer,1/30/1965,9/1/1987
485579,Munehiro,Iwayama,1/1/9999,Senior Engineer,1/18/1965,12/16/1986
486918,Yagil,Remmers,1/1/9999,Senior Staff,1/18/1965,10/4/1985
485799,Yoshimitsu,Litvinov,1/1/9999,Senior Staff,1/27/1965,6/4/1990
485817,Mahmut,Bolotov,1/1/9999,Engineer,1/29/1965,7/29/1989
486808,Geoffrey,Siochi,1/1/9999,Senior Engineer,1/5/1965,3/8/1991
487505,Uno,Jayawardene,1/1/9999,Senior Staff,1/20/1965,11/2/1987
486956,Matt,Ruemmler,1/1/9999,Engineer,1/1/1965,10/14/1993
486958,Tonny,Kropf,1/1/9999,Senior Engineer,1/6/1965,7/30/1986
487008,Zhigen,Raney,1/1/9999,Senior Staff,1/22/1965,3/14/1985
487988,Ekawit,Schaft,1/1/9999,Senior Staff,1/5/1965,7/13/1988
488095,Francoise,Hegner,1/1/9999,Senior Staff,1/24/1965,11/29/1996
488482,Kensyu,Tsunoo,1/1/9999,Engineer,1/30/1965,4/15/1985
488142,Denis,Narlikar,1/1/9999,Senior Staff,1/5/1965,9/21/1986
488540,Breannda,Maquelin,1/1/9999,Senior Staff,1/22/1965,4/12/1996
488752,Nimmagadda,Baja,1/1/9999,Senior Staff,1/23/1965,9/1/1992
488788,Wuxu,Garigliano,1/1/9999,Senior Staff,1/12/1965,6/15/1987
489755,Matk,Chorvat,1/1/9999,Senior Staff,1/14/1965,5/30/1985
488619,Georgy,Bennis,1/1/9999,Engineer,1/25/1965,6/15/1996
488693,Jiong,Zultner,1/1/9999,Senior Engineer,1/27/1965,3/10/1993
488707,Mihalis,Remmers,1/1/9999,Senior Staff,1/16/1965,3/1/1990
488984,Kendra,Junet,1/1/9999,Senior Staff,1/18/1965,2/28/1986
489756,Kersti,Miculan,1/1/9999,Senior Staff,1/1/1965,12/15/1986
491079,Kwangsub,Keirsey,1/1/9999,Senior Engineer,1/6/1965,2/4/1992
489928,Satoru,Janetzko,1/1/9999,Assistant Engineer,1/28/1965,12/18/1991
490551,Lalit,Lindqvist,1/1/9999,Engineer,1/1/1965,3/17/1991
490557,Luise,Vigier,1/1/9999,Senior Engineer,1/27/1965,2/24/1985
490568,Zita,Reistad,1/1/9999,Senior Engineer,1/1/1965,12/21/1987
490720,Younwoo,Samarati,1/1/9999,Senior Engineer,1/19/1965,8/19/1996
491162,Panayotis,Hempstead,1/1/9999,Senior Engineer,1/14/1965,6/25/1992
491478,Gill,Varman,1/1/9999,Senior Staff,1/16/1965,6/18/1988
493744,Leni,Kropatsch,1/1/9999,Senior Engineer,1/14/1965,1/31/1986
491596,Charmane,Pargas,1/1/9999,Senior Engineer,1/21/1965,7/29/1988
491632,Gadiel,Perly,1/1/9999,Senior Staff,1/1/1965,10/20/1986
492000,Valeska,Cools,1/1/9999,Senior Staff,1/10/1965,12/16/1993
492052,Udo,Ratnakar,1/1/9999,Staff,1/11/1965,2/25/1994
492217,Heekeun,Verhaegen,1/1/9999,Senior Engineer,1/16/1965,5/23/1991
492639,Sanjoy,Porenta,1/1/9999,Engineer,1/30/1965,8/8/1988
492677,Goetz,McAffer,1/1/9999,Senior Engineer,1/26/1965,2/5/1988
493031,Hironoby,Jakobus,1/1/9999,Senior Staff,1/23/1965,11/13/1987
493048,Muzhong,Berztiss,1/1/9999,Senior Staff,1/31/1965,1/23/1995
493096,Sachem,Msuda,1/1/9999,Engineer,1/31/1965,6/4/1992
494019,Morrie,Iisaku,1/1/9999,Senior Staff,1/16/1965,5/6/1991
494088,Phule,Dahlbom,1/1/9999,Senior Engineer,1/10/1965,2/6/1989
496100,Pranjal,Reinhard,1/1/9999,Staff,1/7/1965,11/5/1988
494493,Masasuke,Koprowski,1/1/9999,Staff,1/10/1965,11/20/1996
494995,Yongmao,Pouyioutas,1/1/9999,Senior Staff,1/4/1965,8/24/1989
496970,Giordano,Maquelin,1/1/9999,Senior Engineer,1/3/1965,8/6/1986
496978,Danco,Debuse,1/1/9999,Senior Staff,1/30/1965,11/21/1992
497007,Oldrich,Adachi,1/1/9999,Senior Engineer,1/23/1965,12/23/1996
497174,Sanjiv,Bressoud,1/1/9999,Senior Engineer,1/2/1965,5/9/1991
498456,Geraldo,Gerteisen,1/1/9999,Senior Staff,1/17/1965,6/5/1987
497340,Fayez,Keohane,1/1/9999,Senior Staff,1/6/1965,1/11/1989
497391,Paris,Lieblein,1/1/9999,Engineer,1/30/1965,8/19/1993
497835,Shuho,Laurillard,1/1/9999,Technique Leader,1/29/1965,5/19/1998
498185,Caolyn,Marciano,1/1/9999,Senior Engineer,1/19/1965,3/16/1994
498337,Naraig,Docker,1/1/9999,Staff,1/30/1965,5/17/1997
499194,Padma,Delgrange,1/1/9999,Senior Staff,1/29/1965,11/3/1997
498635,Florian,Pezzoli,1/1/9999,Senior Staff,1/9/1965,9/21/1986
498838,Sanjay,Ciolek,1/1/9999,Senior Staff,1/16/1965,12/13/1989
498845,Arumugam,Pelc,1/1/9999,Senior Engineer,1/9/1965,8/17/1999
498955,Nechama,Kandlur,1/1/9999,Senior Engineer,1/13/1965,1/24/1988
499260,Danae,Honglei,1/1/9999,Engineer,1/11/1965,8/2/1988
499495,Baoqiu,Kakkar,1/1/9999,Engineer,1/14/1965,7/16/1987
